particle#	x_coord	y_coord	image_name
1052	3732	1760	06jul12a_00015gr_00028sq_00023hl_00004en
1053	3536	1748	06jul12a_00015gr_00028sq_00023hl_00004en
1054	3608	1548	06jul12a_00015gr_00028sq_00023hl_00004en
1055	3536	1292	06jul12a_00015gr_00028sq_00023hl_00004en
1056	3548	1076	06jul12a_00015gr_00028sq_00023hl_00004en
1057	3408	948	06jul12a_00015gr_00028sq_00023hl_00004en
1058	3432	708	06jul12a_00015gr_00028sq_00023hl_00004en
1059	3456	320	06jul12a_00015gr_00028sq_00023hl_00004en
1060	3656	224	06jul12a_00015gr_00028sq_00023hl_00004en
1061	3792	2220	06jul12a_00015gr_00028sq_00023hl_00004en
1062	3828	2940	06jul12a_00015gr_00028sq_00023hl_00004en
1063	3648	3140	06jul12a_00015gr_00028sq_00023hl_00004en
1064	3780	3224	06jul12a_00015gr_00028sq_00023hl_00004en
1065	3536	3396	06jul12a_00015gr_00028sq_00023hl_00004en
1066	3240	308	06jul12a_00015gr_00028sq_00023hl_00004en
1067	2604	3576	06jul12a_00015gr_00028sq_00023hl_00004en
1068	2480	3828	06jul12a_00015gr_00028sq_00023hl_00004en
1069	2228	3836	06jul12a_00015gr_00028sq_00023hl_00004en
1070	2060	3884	06jul12a_00015gr_00028sq_00023hl_00004en
1071	1712	3704	06jul12a_00015gr_00028sq_00023hl_00004en
1072	1452	3564	06jul12a_00015gr_00028sq_00023hl_00004en
1073	636	3552	06jul12a_00015gr_00028sq_00023hl_00004en
1074	3476	3620	06jul12a_00015gr_00028sq_00023hl_00004en
1075	3048	3540	06jul12a_00015gr_00028sq_00023hl_00004en
1076	3812	3540	06jul12a_00015gr_00028sq_00023hl_00004en
1077	3672	3668	06jul12a_00015gr_00028sq_00023hl_00004en
1078	836	812	06jul12a_00015gr_00028sq_00023hl_00002en
1079	512	684	06jul12a_00015gr_00028sq_00023hl_00002en
1080	564	444	06jul12a_00015gr_00028sq_00023hl_00002en
1081	252	408	06jul12a_00015gr_00028sq_00023hl_00002en
1082	228	708	06jul12a_00015gr_00028sq_00023hl_00002en
1083	212	924	06jul12a_00015gr_00028sq_00023hl_00002en
1084	536	1080	06jul12a_00015gr_00028sq_00023hl_00002en
1085	756	1016	06jul12a_00015gr_00028sq_00023hl_00002en
1086	1536	960	06jul12a_00015gr_00028sq_00023hl_00002en
1087	1796	836	06jul12a_00015gr_00028sq_00023hl_00002en
1088	1580	288	06jul12a_00015gr_00028sq_00023hl_00002en
1089	888	288	06jul12a_00015gr_00028sq_00023hl_00002en
1090	612	164	06jul12a_00015gr_00028sq_00023hl_00002en
1091	3344	212	06jul12a_00015gr_00028sq_00023hl_00002en
1092	3644	368	06jul12a_00015gr_00028sq_00023hl_00002en
1093	3696	572	06jul12a_00015gr_00028sq_00023hl_00002en
1094	3152	396	06jul12a_00015gr_00028sq_00023hl_00002en
1095	2916	336	06jul12a_00015gr_00028sq_00023hl_00002en
1096	2772	684	06jul12a_00015gr_00028sq_00023hl_00002en
1097	2492	848	06jul12a_00015gr_00028sq_00023hl_00002en
1098	2160	1056	06jul12a_00015gr_00028sq_00023hl_00002en
1099	2000	1260	06jul12a_00015gr_00028sq_00023hl_00002en
1100	1880	1620	06jul12a_00015gr_00028sq_00023hl_00002en
1101	2088	1620	06jul12a_00015gr_00028sq_00023hl_00002en
1102	2264	1392	06jul12a_00015gr_00028sq_00023hl_00002en
1103	2556	1092	06jul12a_00015gr_00028sq_00023hl_00002en
1104	2868	980	06jul12a_00015gr_00028sq_00023hl_00002en
1105	3236	1076	06jul12a_00015gr_00028sq_00023hl_00002en
1106	3312	900	06jul12a_00015gr_00028sq_00023hl_00002en
1107	3456	1104	06jul12a_00015gr_00028sq_00023hl_00002en
1108	3672	1164	06jul12a_00015gr_00028sq_00023hl_00002en
1109	3752	1344	06jul12a_00015gr_00028sq_00023hl_00002en
1110	3464	1740	06jul12a_00015gr_00028sq_00023hl_00002en
1111	3380	1940	06jul12a_00015gr_00028sq_00023hl_00002en
1112	3108	1968	06jul12a_00015gr_00028sq_00023hl_00002en
1113	3572	2064	06jul12a_00015gr_00028sq_00023hl_00002en
1114	3600	2436	06jul12a_00015gr_00028sq_00023hl_00002en
1115	3740	2580	06jul12a_00015gr_00028sq_00023hl_00002en
1116	3396	2288	06jul12a_00015gr_00028sq_00023hl_00002en
1117	3336	2496	06jul12a_00015gr_00028sq_00023hl_00002en
1118	3128	2624	06jul12a_00015gr_00028sq_00023hl_00002en
1119	2868	2288	06jul12a_00015gr_00028sq_00023hl_00002en
1120	2628	2736	06jul12a_00015gr_00028sq_00023hl_00002en
1121	2396	2376	06jul12a_00015gr_00028sq_00023hl_00002en
1122	2180	2312	06jul12a_00015gr_00028sq_00023hl_00002en
1123	2060	2100	06jul12a_00015gr_00028sq_00023hl_00002en
1124	2148	1908	06jul12a_00015gr_00028sq_00023hl_00002en
1125	2328	1832	06jul12a_00015gr_00028sq_00023hl_00002en
1126	2312	1592	06jul12a_00015gr_00028sq_00023hl_00002en
1127	2520	1496	06jul12a_00015gr_00028sq_00023hl_00002en
1128	1164	2072	06jul12a_00015gr_00028sq_00023hl_00002en
1129	936	2280	06jul12a_00015gr_00028sq_00023hl_00002en
1130	684	1676	06jul12a_00015gr_00028sq_00023hl_00002en
1131	548	1440	06jul12a_00015gr_00028sq_00023hl_00002en
1132	180	1488	06jul12a_00015gr_00028sq_00023hl_00002en
1133	224	1800	06jul12a_00015gr_00028sq_00023hl_00002en
1134	296	2012	06jul12a_00015gr_00028sq_00023hl_00002en
1135	608	1908	06jul12a_00015gr_00028sq_00023hl_00002en
1136	372	2216	06jul12a_00015gr_00028sq_00023hl_00002en
1137	536	2468	06jul12a_00015gr_00028sq_00023hl_00002en
1138	236	2612	06jul12a_00015gr_00028sq_00023hl_00002en
1139	428	3476	06jul12a_00015gr_00028sq_00023hl_00002en
1140	3512	2748	06jul12a_00015gr_00028sq_00023hl_00002en
1141	3576	3056	06jul12a_00015gr_00028sq_00023hl_00002en
1142	3816	2916	06jul12a_00015gr_00028sq_00023hl_00002en
1143	3684	2772	06jul12a_00015gr_00028sq_00023hl_00002en
1144	3632	3396	06jul12a_00015gr_00028sq_00023hl_00002en
1145	3888	3648	06jul12a_00015gr_00028sq_00023hl_00002en
1146	3308	3620	06jul12a_00015gr_00028sq_00023hl_00002en
1147	3252	3888	06jul12a_00015gr_00028sq_00023hl_00002en
1148	3116	3536	06jul12a_00015gr_00028sq_00023hl_00002en
1149	3248	3396	06jul12a_00015gr_00028sq_00023hl_00002en
1150	3104	3200	06jul12a_00015gr_00028sq_00023hl_00002en
1151	2912	3456	06jul12a_00015gr_00028sq_00023hl_00002en
1152	2252	3024	06jul12a_00015gr_00028sq_00023hl_00002en
1153	2172	2556	06jul12a_00015gr_00028sq_00023hl_00002en
1154	1992	2484	06jul12a_00015gr_00028sq_00023hl_00002en
1155	1932	2748	06jul12a_00015gr_00028sq_00023hl_00002en
1156	1628	2796	06jul12a_00015gr_00028sq_00023hl_00002en
1157	1328	2676	06jul12a_00015gr_00028sq_00023hl_00002en
1158	1272	3104	06jul12a_00015gr_00028sq_00023hl_00002en
1159	864	3012	06jul12a_00015gr_00028sq_00023hl_00002en
1160	692	3216	06jul12a_00015gr_00028sq_00023hl_00002en
1161	1208	3368	06jul12a_00015gr_00028sq_00023hl_00002en
1162	552	3696	06jul12a_00015gr_00028sq_00023hl_00002en
1163	204	3732	06jul12a_00015gr_00028sq_00023hl_00002en
1164	1284	3848	06jul12a_00015gr_00028sq_00023hl_00002en
1165	1572	3864	06jul12a_00015gr_00028sq_00023hl_00002en
1166	1868	3824	06jul12a_00015gr_00028sq_00023hl_00002en
1167	1820	2024	06jul12a_00015gr_00028sq_00004hl_00002en
1168	1432	2008	06jul12a_00015gr_00028sq_00004hl_00002en
1169	1532	1808	06jul12a_00015gr_00028sq_00004hl_00002en
1170	1320	1816	06jul12a_00015gr_00028sq_00004hl_00002en
1171	972	1864	06jul12a_00015gr_00028sq_00004hl_00002en
1172	612	2108	06jul12a_00015gr_00028sq_00004hl_00002en
1173	816	2356	06jul12a_00015gr_00028sq_00004hl_00002en
1174	1216	2556	06jul12a_00015gr_00028sq_00004hl_00002en
1175	968	2996	06jul12a_00015gr_00028sq_00004hl_00002en
1176	680	3016	06jul12a_00015gr_00028sq_00004hl_00002en
1177	512	2896	06jul12a_00015gr_00028sq_00004hl_00002en
1178	2024	2472	06jul12a_00015gr_00028sq_00004hl_00002en
1179	2092	1900	06jul12a_00015gr_00028sq_00004hl_00002en
1180	1416	1436	06jul12a_00015gr_00028sq_00004hl_00002en
1181	2404	1748	06jul12a_00015gr_00028sq_00004hl_00002en
1182	2620	1736	06jul12a_00015gr_00028sq_00004hl_00002en
1183	2884	1448	06jul12a_00015gr_00028sq_00004hl_00002en
1184	3012	1948	06jul12a_00015gr_00028sq_00004hl_00002en
1185	2736	2004	06jul12a_00015gr_00028sq_00004hl_00002en
1186	3192	2388	06jul12a_00015gr_00028sq_00004hl_00002en
1187	3328	2176	06jul12a_00015gr_00028sq_00004hl_00002en
1188	3532	2344	06jul12a_00015gr_00028sq_00004hl_00002en
1189	3440	2516	06jul12a_00015gr_00028sq_00004hl_00002en
1190	3360	2752	06jul12a_00015gr_00028sq_00004hl_00002en
1191	3560	2748	06jul12a_00015gr_00028sq_00004hl_00002en
1192	3504	2960	06jul12a_00015gr_00028sq_00004hl_00002en
1193	3812	2828	06jul12a_00015gr_00028sq_00004hl_00002en
1194	3848	2576	06jul12a_00015gr_00028sq_00004hl_00002en
1195	3832	2200	06jul12a_00015gr_00028sq_00004hl_00002en
1196	3652	3340	06jul12a_00015gr_00028sq_00004hl_00002en
1197	3400	3548	06jul12a_00015gr_00028sq_00004hl_00002en
1198	3080	3864	06jul12a_00015gr_00028sq_00004hl_00002en
1199	2752	3636	06jul12a_00015gr_00028sq_00004hl_00002en
1200	2772	3364	06jul12a_00015gr_00028sq_00004hl_00002en
1201	2460	3536	06jul12a_00015gr_00028sq_00004hl_00002en
1202	2300	3396	06jul12a_00015gr_00028sq_00004hl_00002en
1203	1852	3336	06jul12a_00015gr_00028sq_00004hl_00002en
1204	1960	3712	06jul12a_00015gr_00028sq_00004hl_00002en
1205	2160	3784	06jul12a_00015gr_00028sq_00004hl_00002en
1206	412	3804	06jul12a_00015gr_00028sq_00004hl_00002en
1207	288	2916	06jul12a_00015gr_00028sq_00004hl_00002en
1208	320	2180	06jul12a_00015gr_00028sq_00004hl_00002en
1209	420	1168	06jul12a_00015gr_00028sq_00004hl_00002en
1210	520	580	06jul12a_00015gr_00028sq_00004hl_00002en
1211	712	644	06jul12a_00015gr_00028sq_00004hl_00002en
1212	932	956	06jul12a_00015gr_00028sq_00004hl_00002en
1213	880	244	06jul12a_00015gr_00028sq_00004hl_00002en
1214	1388	432	06jul12a_00015gr_00028sq_00004hl_00002en
1215	1664	852	06jul12a_00015gr_00028sq_00004hl_00002en
1216	1932	648	06jul12a_00015gr_00028sq_00004hl_00002en
1217	1720	400	06jul12a_00015gr_00028sq_00004hl_00002en
1218	2008	288	06jul12a_00015gr_00028sq_00004hl_00002en
1219	2200	576	06jul12a_00015gr_00028sq_00004hl_00002en
1220	1936	900	06jul12a_00015gr_00028sq_00004hl_00002en
1221	2380	1060	06jul12a_00015gr_00028sq_00004hl_00002en
1222	3380	236	06jul12a_00015gr_00028sq_00004hl_00002en
